ACH3666 ; A Cidade Constitucional
ACH0527 ; Programa de Atividade Física para Portadores de Doenças Cardiorespiratórias, Imunológicas e Metabólicas
ACH3608 ; Programa de Estágio II
ACH0558 ; Programa de Treinamento Esportivo
ACH2547 ; Projeto de Coleção
ACH1087 ; Projeto de Formatura I
ACH1088 ; Projeto de Formatura II
ACH2667 ; Projeto de Produto Integrado de Têxtil e Moda
ACH3537 ; Projeto de Trabalho de Conclusão de Curso
ACH2544 ; Projeto e Modelagem I
ACH2545 ; Projeto e Modelagem II
ACH2106 ; Projeto Integrado de Sistemas de Informação
ACH2017 ; Projeto Supervisionado ou de Graduação I
ACH2018 ; Projeto Supervisionado ou de Graduação II
ACH3018 ; Projetos Educativos em Gerontologia
ACH1567 ; Projetos em Lazer e Turismo na Aprendizagem Baseada em Problemas A. B. P.
ACH0615 ; Promoção da Saúde
ACH3005 ; Psicogerontologia nas Relações Sociais e Familiares
ACH4542 ; Psicologia
ACH4043 ; Psicologia da Educação
ACH0507 ; Psicologia do Esporte e do Exercício
ACH3716 ; Psicologia Política e Políticas Públicas
ACH0012 ; Psicologia, Educação e Temas Contemporâneos
ACH0102 ; Psicologia, Educação e Temas Contemporâneos
ACH0132 ; Psicologia, Educação e Temas Contemporâneos - Uma Abordagem Crítica
ACH0112 ; Psicologia, Educação e Temas Contemporâneos - Uma Visão Psicanalítica
ACH0122 ; Psicologia, Educação e Temas Contemporâneos – Processos Sociais de Formação dos Indivíduos
ACH2028 ; Qualidade de Software
ACH3046 ; Qualidade em Serviços: Ferramentas de Avaliação
ACH1023 ; Química Ambiental
ACH4146 ; Química de Produtos Naturais: Contribuições e Perspectivas
ACH3768 ; Raça, Política e Políticas Públicas: Perspectivas Comparadas
ACH1535 ; Recursos Culturais e Patrimônio Histórico no Lazer e Turismo
ACH1536 ; Recursos Humanos no Lazer e Turismo
ACH1021 ; Recursos Naturais e Meio Ambiente
ACH4026 ; Recursos Naturais Hídricos, Minerais e Energéticos
ACH2048 ; Redes de Alto Desempenho
ACH2026 ; Redes de Computadores
ACH1521 ; Reflexões sobre o Lazer e Turismo
ACH3827 ; Reforma do Estado
ACH1086 ; Relações Cidade-Campo
ACH3788 ; Relações de Gênero e Políticas Públicas
ACH5013 ; Relações Humanas e Sociais e Cuidado em Saúde
ACH3543 ; Resolução de Problemas - Foco em Políticas Públicas
ACH0041 ; Resolução de Problemas I
ACH0042 ; Resolução de Problemas II
ACH1094 ; Resolução de Problemas IV
ACH1096 ; Resolução de Problemas VI
ACH1007 ; Saneamento Ambiental
ACH3083 ; Saúde Bucal em Gerontologia
ACH5053 ; Saúde Coletiva e Epidemiologia
ACH3036 ; Saúde Mental e Envelhecimento
ACH2076 ; Segurança da Informação
ACH4045 ; Seminários de Campo 1
ACH4046 ; Seminários de Campo 2
ACH4596 ; Seminários de Elaboração de TCC
ACH3816 ; Seminários de Gestão Pública I
ACH3777 ; Seminários de Gestão Pública II
ACH3797 ; Seminários de Gestão Pública III
ACH3708 ; Seminários de Gestão Pública IV
ACH1607 ; Seminários de Lazer e Turismo I –  Elaboração de Estudos de Caso em Turismo
ACH1637 ; Seminários de Lazer e Turismo I: Investigações e Reflexões sobre Educação não formal e Animação Sociocultural
ACH1598 ; Seminários de Lazer e Turismo II
ACH1648 ; Seminários de Lazer e Turismo II - Turismo e Envelhecimento: Sujeitos, Sentidos e Tendências
ACH1638 ; Seminários de Lazer e Turismo II –  Uso Público de Parques Urbanos
ACH1688 ; Seminários de Lazer e Turismo II: Dimensão Patrimonial da Floresta Urbana
ACH3636 ; Seminários de Políticas Públicas Setoriais I
ACH3707 ; Seminários de Políticas Públicas Setoriais II
ACH3648 ; Seminários de Políticas Públicas Setoriais III
ACH3658 ; Seminários de Políticas Públicas Setoriais IV
ACH3688 ; Seminários de Políticas Públicas Setoriais IX
ACH3836 ; Seminários de Políticas Públicas Setoriais V
ACH3787 ; Seminários de Políticas Públicas Setoriais VI
ACH3757 ; Seminários de Políticas Públicas Setoriais VII
ACH3678 ; Seminários de Políticas Públicas Setoriais VIII
ACH0577 ; Seminários em Educação Física e Saúde I
ACH0568 ; Seminários em Educação Física e Saúde II
ACH3115 ; Sexualidade no Envelhecimento
ACH4004 ; Sistema Terra 1
ACH4005 ; Sistema Terra 2
ACH2044 ; Sistemas Operacionais
ACH2737 ; Situação das Artes Contemporâneas
ACH3528 ; Sociedade da Informação e Políticas Públicas
ACH3615 ; Sociedade e Estado
ACH3523 ; Sociedade e Políticas Públicas
ACH3726 ; Sociedade, Estado e Direitos Humanos
ACH0022 ; Sociedade, Meio Ambiente e Cidadania
ACH0152 ; Sociedade, Meio Ambiente e Cidadania - Sociedade, Ambiente e Cidadania
ACH0142 ; Sociedade, Meio Ambiente e Cidadania – Desenvolvimento e Meio Ambiente
ACH0031 ; Sociedade, Multiculturalismo e Direitos
ACH0151 ; Sociedade, Multiculturalismo e Direitos - Cultura Digital
ACH0161 ; Sociedade, Multiculturalismo e Direitos – Direitos Humanos e Multiculturalismo
ACH0141 ; Sociedade, Multiculturalismo e Direitos – Estado e Sociedade
ACH1542 ; Socioantropologia do Tempo Livre
ACH1103 ; Sociologia Ambiental
ACH2534 ; Sociologia da Moda
ACH5093 ; Sociologia do Corpo e das Emoções
ACH2077 ; Soluções Web Baseadas em Software Livre
ACH1107 ; Sustentabilidade e Organizações
ACH2633 ; Sustentabilidade e Responsabilidade Social em Arte e Design
ACH2596 ; Sustentabilidade Econômica na Indústria Têxtil
ACH2513 ; Tecelagem I
ACH2515 ; Tecelagem II
ACH4577 ; Técnicas de Amostragem
ACH2564 ; Tecnologia da Confecção I
ACH2656 ; Tecnologia da Confecção II
ACH2517 ; Tecnologia de Nãotecidos e Têxteis Técnicos
ACH1554 ; Tecnologias de Informação e da Comunicação em Lazer e Turismo
ACH5023 ; Temas Contemporâneos em Saúde da Mulher
ACH5029 ; Temas da Clínica Materna e Perinatal
ACH3796 ; Temas de Gestão Pública I
ACH3767 ; Temas de Gestão Pública II
ACH3728 ; Temas de Gestão Pública III
ACH1588 ; Temas de Lazer e Turismo
ACH1658 ; Temas de Lazer e Turismo - Mobilidade e Sustentabilidade no Meio Urbano
ACH1618 ; Temas de Lazer e Turismo – Lazer e Envelhecimento
ACH1628 ; Temas de Lazer e Turismo – Segurança em Eventos de Lazer e Turismo
ACH1597 ; Temas de Lazer e Turismo I
ACH1678 ; Temas de Lazer e Turismo: Cidades inteligentes: pensando os espaços de lazer
ACH1668 ; Temas de Lazer e Turismo: Mobilidade e Acessibilidade Sustentáveis para o Lazer e Turismo
ACH5071 ; Temas de Obstetrícia Social I
ACH5042 ; Temas de Obstetrícia Social II
ACH3548 ; Temas de Políticas Públicas I
ACH3786 ; Temas de Políticas Públicas II
ACH3737 ; Temas de Políticas Públicas III
ACH3747 ; Temas de Políticas Públicas IV
ACH3718 ; Temas de Políticas Públicas V
ACH3668 ; Temas de Políticas Públicas VI
ACH5024 ; Temas Relacionados às Tecnologias Reprodutivas
ACH3048 ; Tempo, Longevidade e Centenários
ACH3687 ; Tendências e Inovações na Gestão Pública
ACH3756 ; Teoria das Organizações Públicas
ACH3677 ; Teoria Política
ACH3736 ; Teorias da Comunicação e o Estado
ACH3503 ; Teorias da Democracia
ACH3593 ; Teorias da Democracia e Instituições Políticas Brasileiras
ACH3746 ; Teorias da Justiça
ACH4627 ; Teorias da Opinião Pública
ACH5047 ; Terapias Complementares na Assistência
ACH2718 ; Tessituras Contemporâneas - Territórios, Linguagens, Poéticas
ACH3617 ; Tópicos Avançados de Gestão de Recursos Humanos
ACH3766 ; Tópicos Avançados de Recursos Humanos no Setor Público
ACH0626 ; Tópicos Avançados em Fisiologia do Exercício
ACH2748 ; Tópicos Avançados em Têxtil e Moda
ACH4507 ; Tópicos de Direito Aplicado ao Marketing
ACH4707 ; Tópicos de Finanças
ACH5032 ; Tópicos em Análises Clínicas
ACH4022 ; Tópicos em Matemática Elementar
ACH2137 ; Tópicos em Planejamento em Inteligência Artificial
ACH1568 ; Tópicos Emergentes em Lazer e Turismo
ACH4648 ; Tópicos Especiais de Comunicação e Marketing
ACH4557 ; Tópicos Especiais de Marketing I
ACH4558 ; Tópicos Especiais de Marketing II
ACH4717 ; Tópicos Especiais de Pesquisa de Marketing
ACH4677 ; Tópicos Especiais de Pesquisa de Marketing I
ACH4678 ; Tópicos Especiais de Pesquisa de Marketing II
ACH2066 ; Tópicos Especiais em Bancos de Dados
ACH1054 ; Toxicologia Ambiental
ACH3538 ; Trabalho de Conclusão de Curso
ACH2647 ; Trabalho de Conclusão de Curso I
ACH2568 ; Trabalho de Conclusão de Curso II
ACH4047 ; Trabalho Final
ACH2827 ; Traje de Cena e Cenografia I
ACH2768 ; Traje de Cena e Cenografia II
ACH1057 ; Transporte e Meio Ambiente
ACH0021 ; Tratamento e Análise de Dados/ Informações
ACH1517 ; Turismo e Transportes
ACH3837 ; Unicidade - Imersão na Gestão Pública Municipal
ACH1097 ; Urbanização e Meio Ambiente
ACH1127 ; Valorização de Resíduos Sólidos Orgânicos: Tecnologias e Práticas no Processo de Sustentabilidade
ACH4176 ; Vegetação: Amostragem e Análise Qualitativa
ACH2538 ; Visual Merchandising: Criação e Produção
ACH2098 ; Web Semântica
PRO2810 ; A Interface Engenharia-Direito
PCC2535 ; A Produção de Edifícios de Pequeno Porte: do Projeto à Entrega do Empreendimento
PMI2943 ; Abertura de Vias Subterrâneas
PMI3214 ; Abertura de Vias Subterrâneas
PMC0527 ; Acionamento em Mecatrônica
PMR2405 ; Acionamentos para Mecatrônica
PRO2311 ; Administração e Organização
PRO3331 ; Administração e Organização
PME2557 ; Aerodinâmica
PTR3432 ; Aeroportos
PHA3337 ; Água em Sistemas Urbanos I
PHD2537 ; Águas em Sistemas Urbanos I
PEF2517 ; Aleatoriedade e Incertezas: Modelagem e Impacto nas Decisões de Engenharia
PCS3110 ; Algoritmos e Estruturas de Dados para Engenharia Elétrica
PCC2515 ; Alvenaria Estrutural
PMI3919 ; Análise Computacional de Estruturas
PMR2701 ; Análise de Confiabilidade Aplicada ao Projeto de Sistemas Mecânicos
PME2584 ; Análise de Falhas
PMT2526 ; Análise de Falhas
PMT3413 ; Análise de Falhas
PMI3338 ; Análise de Poços e Avaliação de Reservatórios
PQI2403 ; Análise de Processos da Indústria Química
PQI3403 ; Análise de Processos da Indústria Química
PHA3343 ; Análise de Sistemas Ambientais
PHD2343 ; Análise de Sistemas Ambientais
PMI1711 ; Análise e Acompanhamento de Poços e Avaliação de Reservatórios
PNV2332 ; Análise Estrutural de Navios e Plataformas
PQI2540 ; Análise Integrada de Instalações Industriais
PTC2444 ; Antenas e Propagação
PTC3444 ; Antenas e Propagação
PSI3482 ; Antenas, Micro-ondas e Óptica Moderna
PMC0115 ; Aplicacaoes de Microprocessadores a Engenharia Mecanica
PSI3260 ; Aplicações de Álgebra Linear
PMC0401 ; Aplicacoes de Metodos Numericos a Sistemas Termofluidos
PME2518 ; Aplicações de Métodos Numéricos a Sistemas Termofluidos
PMC0515 ; Aplicacoes de Microprocessadores a Engenharia Mecanica
0303411 ; Applied Design Project I
0303412 ; Applied Design Project II
PME2515 ; Ar Condicionado e Ventilação
PCS2032 ; Arquitetura de Computadores
PCS2405 ; Arquitetura de Computadores
PSI3441 ; Arquitetura de Sistemas Embarcados
PNV2616 ; Aspectos Políticos, Ambientais, Legais e Práticos do Uso do Mar
PMI3335 ; Aspectos Técnico-Econômicos de Petróleo e Gás
PEF2514 ; Aterros Sanitários
PME2595 ; Atividades Especiais em Engenharia Mecânica I
PME2596 ; Atividades Especiais em Engenharia Mecânica II
PMR3403 ; Atuadores e Acionamentos
PTC2620 ; Automação da Manufatura
PEE0620 ; Automacao de Manufatura
PEA2412 ; Automação de Sistemas Elétricos de Potência
PEA3413 ; Automação de Sistemas Industriais
PMC0502 ; Automacao de Sistemas Mecanicos
PRO2512 ; Automação e Controle
PRO3252 ; Automação e Controle
PMR2485 ; Automação Fluido Mecânica
PMI3342 ; Automação Fluidomecânica Aplicada à Engenharia de Petróleo
PMI3303 ; Automação Fluidomecânica Aplicada à Mineração
PMI3401 ; Avaliação de Impactos Ambientais
PMI2963 ; Avaliação de Impactos Ambientais I
PMI2064 ; Avaliação de Impactos Ambientais II
PMI3341 ; Avaliação Econômica de Projetos de Óleo e Gás
PMI1931 ; Avaliação Econômica de Projetos de Óleo e Gás\\n\\n
PCS3623 ; Banco de Dados I
PHA3403 ; Barragens e Estruturas Hidráulicas
PHD2416 ; Barragens e Estruturas Hidráulicas
PMI2759 ; Beneficiamento de Minérios
PMI3090 ; Beneficiamento de Minérios
PMR2710 ; Biomecatrônica e Biorrobótica
PMT2520 ; Blendas e Compósitos Poliméricos
PMI3912 ; Cadeia de Suprimentos e Logística de Petróleo e Gás
PMI3307 ; Caracterização Tecnológica de Matérias Primas Minerais
PMI2612 ; Caracterização Tecnológica de Matérias Primas Minerais I
PMI2713 ; Caracterização Tecnológica de Matérias Primas Minerais II
PMT2311 ; Cerâmica Física
PMT3311 ; Cerâmica Física
PMT3200 ; Ciência dos Materiais
PMT2200 ; Ciências dos Materiais
PQI3221 ; Cinética Química e Processos Ambientais
PSI3021 ; Circuitos Elétricos
PSI2211 ; Circuitos Elétricos I
PSI3211 ; Circuitos Elétricos I
PSI2212 ; Circuitos Elétricos II
PSI3213 ; Circuitos Elétricos II
PSI2618 ; Circuitos Eletrônicos Automotivos
PEA3450 ; Coleta e Armazenamento de Energia
PQI2510 ; Complementação da Formação do Engenheiro Químico I: Aspectos Fundamentais
PQI2520 ; Complementação da Formação do Engenheiro Químico Ii: Aspectos Aplicados
PQI2530 ; Complementação da Formação do Engenheiro Químico Iii: Atividades Práticas
PMR2350 ; Complementos de Fabricação Mecânica
PMR3301 ; Complementos de Fabricação Mecânica
PMR2910 ; Complementos de Matemática para Mecatrônica I
PMR2920 ; Complementos de Matemática para Mecatrônica II
PMI1932 ; Completação e Estimulação de Poços de Petróleo
PMR2300 ; Computação para Automação
PMR3201 ; Computação para Automação
PEE0623 ; Comunicacoes Digitais II
PEE0625 ; Comunicacoes Opticas
PEC0004 ; Conceitos de Eletronica
PEE0401 ; Conceitos de Eletronica I
PCS2038 ; Conceitos Gerais de Automação
PCS2551 ; Conceitos Gerais de Automação
PSI3472 ; Concepção e Implementação de Sistemas Eletrônicos Inteligentes
PEF2501 ; Concepção, Projeto e Métodos Construtivos de Edifícios
PEF2502 ; Concepção, Projeto e Métodos Construtivos de Grandes Estruturas e Obras Enterradas
PEF3110 ; Concepção, Projeto e Realização das Estruturas: Aspectos Históricos
PMT2521 ; Conformação dos Materiais Metálicos
PMT3422 ; Conformação dos Materiais Metálicos
PMT2419 ; Conformação Mecânica dos Materiais
PME2514 ; Conforto Térmico
PQI2200 ; Conservação de Massa e Energia
PQI3103 ; Conservação de Massa e Energia
PHD2413 ; Construções Hidráulicas
PRO2611 ; Contabilidade e Custos
PRO3261 ; Contabilidade e Custos
PEA2455 ; Controle
PRO2712 ; Controle da Qualidade
PRO3371 ; Controle da Qualidade
PQI2407 ; Controle de Processos da Indústria Química
PQI3407 ; Controle de Processos da Indústria Química
PTC2514 ; Controle de Processos Industriais
PTC3414 ; Controle de Processos Industriais
PMC0514 ; Controle de Sistemas Termofluidos
PTC2419 ; Controle Digital
PTC3419 ; Controle Digital
PME3482 ; Controle Discreto
PME2472 ; Controle e Aplicações
PME3481 ; Controle e Aplicações
PMR2360 ; Controle e Automação I
PMR2400 ; Controle e Automação II
PMR3404 ; Controle I
PTC2413 ; Controle I
PMR3409 ; Controle II
PEE0513 ; Controle Multivariavel
PTC2513 ; Controle Multivariável
PTC3413 ; Controle Multivariável
PTC2417 ; Controle Não Linear
PTC3417 ; Controle Não Linear
PEC0006 ; Conversao e Transducao
PEA2306 ; Conversão Eletromecânica de Energia
PEA3306 ; Conversão Eletromecânica de Energia
PEA3399 ; Conversão Eletromecânica de Energia
PMT2507 ; Corrosão e Proteção dos Materiais
PMT3405 ; Corrosão e Proteção dos Materiais
PQI2406 ; Corrosão e Seleção de Materiais
PQI3406 ; Corrosão e Seleção de Materias
PME2582 ; Corrosão em Equipamentos Industriais
0303212 ; Criação de Negócios Tecnológicos
PCS2060 ; Criação e Administração de Empresas de Computação
PCS2590 ; Criação e Administração de Empresas de Computação
PHD2460 ; Decaimento e Mistura de Poluentes no Meio Ambiente
PCC2110 ; Desenho para Geologia
PRO3266 ; Desenvolvimento Econômico Brasileiro
0303410 ; Desenvolvimento Integrado de Produtos
PRO3381 ; Design de Serviços
PCS2530 ; Design e Programação de Games
PMT2202 ; Diagramas de Equilíbrio
PMT3202 ; Diagramas de Equilíbrio
PMT2307 ; Diagramas de Fases
PNV2323 ; Dinâmica de Sistemas I
PNV3314 ; Dinâmica de Sistemas I
PNV2322 ; Dinâmica de Sistemas II
PNV3414 ; Dinâmica de Sistemas II
PME2556 ; Dinâmica dos Fluidos Computacional
PMC0413 ; Dinâmica dos Sistemas II
PEE0497 ; Dispositivos a Estado Solido Para Telecomunicacoes
PEE0652 ; Dispositivos de Potencia
PHA3006 ; Drenagem Urbana
PHD2555 ; Ecoeficiência na Indústria
PRO2613 ; Economia de Empresas
PRO3363 ; Economia de Empresas
PTR2451 ; Economia e Planejamento de Sistemas de Transportes
PRO2206 ; Economia Geral
PMI3212 ; Economia Mineral - Avaliação de Projetos Mineiros
PMI2024 ; Economia Mineral II
PMI2023 ; Economia Política Mineral I
PME2553 ; Elementos de Aeronaves e Dinâmica de Vôo
PEF0514 ; Elementos de Geomecanica
PME3350 ; Elementos de Máquinas I
PMR2371 ; Elementos de Máquinas I
PME2421 ; Elementos de Máquinas II
PME3351 ; Elementos de Máquinas II
PMR2370 ; Elementos de Máquinas para Automação
PMR3307 ; Elementos de Máquinas para Automação
PMC0591 ; Elementos de Robotica
PMR2560 ; Elementos de Robótica
PEA3390 ; Eletricidade Aplicada I
PEA2288 ; Eletricidade Geral
PEA3294 ; Eletricidade Geral I
PEA2494 ; Eletricidade Geral II
PEA3201 ; Eletricidade Geral II
PEA3392 ; Eletricidade Geral III
PEA3388 ; Eletricidade Geral IV
PEA3288 ; Eletricidade I
PEA3391 ; Eletricidade II
PTC2313 ; Eletromagnetismo
PTC3213 ; Eletromagnetismo
PSI2306 ; Eletrônica
PSI3022 ; Eletrônica
PSI3024 ; Eletrônica
PMR2433 ; Eletrônica Analógica e Digital
PMR2380 ; Eletrônica Analógica para Mecatrônica
PMR3308 ; Eletrônica Analógica para Mecatrônica
PSI2027 ; Eletrônica Aplicada
PSI2461 ; Eletrônica de Controle Industrial
PEA2487 ; Eletrônica de Potência I
PEA3487 ; Eletrônica de Potência I
PEA2488 ; Eletrônica de Potência II
PEA3488 ; Eletrônica de Potência II
PMR2410 ; Eletrônica Digital para Mecatrônica
PMR3303 ; Eletrônica Digital para Mecatrônica
PEE0403 ; Eletronica Experimental I
PSI2325 ; Eletrônica Experimental I
PSI2327 ; Eletrônica Experimental II
